Year,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School
2020,15K001,4,92,24,5,10,6.1,87,11.3,9.4
2020,15K010,5,98,73,9,17,8.4,89,10,7
2020,15K015,2,51,37,7,10.3,6.1,44,11.4,9.9
2020,15K024,3,56,25,*,,,*,,
2020,15K029,3,58,20,6,12,10.5,52,12,9
2020,15K032,1,65,28,8,10.1,6.3,57,9.9,7.4
2020,15K038,2,38,18,*,,,*,,
2020,15K039,1,26,4,*,,,*,,
2020,15K051,4,71,15,22,15.2,10.7,49,11.8,10.1
2020,15K058,3,64,27,5,10.2,8.2,59,9.6,8
2020,15K088,5,107,30,41,11.5,9.9,66,9.3,6.5
2020,15K094,3,91,19,11,9.7,7.4,80,7.7,6
2020,15K107,2,37,8,5,14.3,9.3,32,13.6,11.1
2020,15K118,2,20,6,*,,,*,,
2020,15K124,2,25,10,7,15.5,15.5,18,9.6,7.7
2020,15K130,3,60,29,6,10.7,7.9,54,11.1,8.3
2020,15K131,3,72,16,*,,,*,,
2020,15K136,3,47,9,17,11.8,9.1,30,10.6,8
2020,15K146,2,53,49,10,10,5.4,43,13.1,10.5
2020,15K154,2,36,19,*,,,*,,
2020,15K169,5,109,35,15,13.1,9.9,94,10.5,8.9
2020,15K172,2,50,18,*,,,*,,
2020,15K230,4,83,34,10,15.8,13.1,73,12.2,10.6
2020,15K261,3,55,14,6,8.5,7,49,11.1,7.7
2020,15K295,2,39,33,*,,,*,,
2020,15K321,4,82,27,9,16.1,13.2,73,12.7,10.5
2020,15K442,2,38,7,21,5.4,3.7,17,6.9,4.2
2020,15K443,3,36,11,13,14.6,9.3,23,13.5,9.6
2020,15K447,3,57,11,12,11.2,8.7,45,8.4,6.4
2020,15K516,1,46,9,*,,,*,,
2020,15K676,2,14,10,5,5.7,2.4,9,7.2,1.8
2020,15K821,2,45,7,18,10.5,8.7,27,6.5,4.9
2020,15K839,2,32,12,15,6.7,2.5,17,4.6,2.3
2020,15K896,1,6,2,*,,,*,,
2020,16K005,2,20,13,*,,,*,,
2020,16K021,2,41,19,*,,,*,,
2020,16K025,2,11,6,*,,,*,,
2020,16K026,2,33,12,*,,,*,,
2020,16K028,1,11,6,*,,,*,,
2020,16K035,2,17,7,5,11.5,10.7,12,11.1,6.6
2020,16K040,2,29,16,*,,,*,,
2020,16K057,1,11,10,*,,,*,,
2020,16K081,1,30,14,*,,,*,,
2020,16K243,2,25,16,5,8.8,8.8,20,12.6,10
2020,16K262,2,14,6,*,,,*,,
2020,16K267,2,20,10,10,8.2,5.8,10,11.7,10.1
2020,16K308,2,25,17,6,12.3,9.4,19,17.6,12.2
2020,16K309,2,21,12,*,,,*,,
2020,16K335,2,20,10,*,,,*,,
2020,16K627,1,23,11,*,,,*,,
2020,16K628,2,22,6,*,,,*,,
2020,16K681,2,24,7,8,4.2,1.8,16,5.6,1.5
2020,16K898,1,7,4,*,,,*,,
2020,17K002,3,33,11,8,8.3,3.5,25,10.5,6.3
2020,17K006,3,51,23,*,,,*,,
2020,17K012,2,19,13,*,,,*,,
2020,17K061,4,43,19,9,11.1,8.7,34,14.2,9.8
2020,17K091,2,22,21,*,,,*,,
2020,17K092,2,36,19,*,,,*,,
2020,17K138,2,48,29,12,15.9,14.3,36,14.8,15.4
2020,17K161,2,27,11,6,14.1,7.8,21,16.7,11.8
2020,17K181,3,49,24,11,13.7,11.2,38,13.9,10.9
2020,17K189,5,75,17,18,16.6,13.6,57,11.3,9
2020,17K191,1,17,9,*,,,*,,
2020,17K221,2,19,12,*,,,*,,
2020,17K241,3,29,16,*,,,*,,
2020,17K246,3,34,12,8,12.8,11.4,26,11.5,9.2
2020,17K249,2,60,19,7,9.2,8.6,53,8.8,8.1
2020,17K289,2,34,21,5,12.1,7.1,29,15.4,14
2020,17K316,3,53,25,10,9.4,5.6,43,7.5,5.7
2020,17K340,2,16,5,6,9.1,6.9,10,11.3,5.5
2020,17K352,2,16,6,*,,,*,,
2020,17K353,2,14,5,*,,,*,,
2020,17K354,3,28,12,*,,,*,,
2020,17K375,3,31,26,6,14.8,12.3,25,11.5,8.4
2020,17K394,3,27,13,7,17.2,11.3,20,15.9,13.7
2020,17K397,1,17,6,*,,,*,,
2020,17K398,3,27,16,*,,,*,,
2020,17K399,2,21,6,*,,,*,,
2020,17K484,2,14,7,5,9.1,4.2,9,10.2,3.3
2020,17K532,2,42,13,*,,,*,,
2020,17K705,2,28,20,*,,,*,,
2020,17K722,2,24,10,5,4.7,0.9,19,8.7,3.2
2020,17K770,1,26,9,*,,,*,,
2020,18K066,3,56,19,12,10.6,5.4,44,10,6.5
2020,18K068,1,27,14,8,20.3,17.9,19,15.2,13.8
2020,18K114,3,41,27,*,,,*,,
2020,18K115,3,59,33,6,14.9,13.8,53,13.6,11.3
2020,18K135,2,35,25,*,,,*,,
2020,18K208,2,32,18,*,,,*,,
2020,18K211,1,32,21,7,16.6,16.2,25,14.5,14.5
2020,18K219,2,31,23,*,,,*,,
2020,18K233,2,29,22,*,,,*,,
2020,18K235,4,67,31,8,13.9,13.5,59,14.7,11.5
2020,18K244,3,51,34,6,9.3,9.1,45,11.5,10.1
2020,18K268,1,24,15,5,16.7,11.7,19,14.1,13.5
2020,18K272,2,42,34,*,,,*,,
2020,18K276,2,45,28,*,,,*,,
2020,18K279,2,27,20,*,,,*,,
2020,18K285,3,55,18,19,17.9,9.7,36,14.1,9.4
2020,18K366,2,32,13,7,11.9,6.1,25,11.7,4.4
2020,18K581,2,19,8,6,7.2,1.2,13,8.3,1.2
2020,18K588,1,18,6,7,11.3,4.3,11,15.3,6.9
2020,18K763,2,30,13,11,5.7,2.3,19,3.4,2
2020,19K007,3,60,21,7,10.5,8,53,15.1,13.6
2020,19K013,3,44,24,7,9.1,2.8,37,12.1,9.1
2020,19K065,3,36,6,9,12.8,11.1,27,9.1,6
2020,19K089,3,47,8,9,7.4,6.9,38,7.9,6.4
2020,19K108,3,72,27,5,10.6,5.7,67,11,9.9
2020,19K149,2,41,16,5,15.3,13.9,36,11.7,9.6
2020,19K158,3,45,19,6,14.4,11.3,39,10.8,9.2
2020,19K159,4,54,18,6,17.1,14.5,48,15.7,14.2
2020,19K171,3,31,9,*,,,*,,
2020,19K190,2,16,7,*,,,*,,
2020,19K202,2,28,17,*,,,*,,
2020,19K213,2,23,9,*,,,*,,
2020,19K214,4,67,24,9,15,15.8,58,14.3,13.6
2020,19K218,3,38,11,12,15.1,8.8,26,10.2,6.3
2020,19K224,3,31,17,*,,,*,,
2020,19K273,1,27,15,7,13.3,12,20,12.4,10.7
2020,19K290,3,37,14,*,,,*,,
2020,19K292,2,44,15,12,11.7,6.1,32,14,9.4
2020,19K306,2,28,18,*,,,*,,
2020,19K325,2,14,7,*,,,*,,
2020,19K328,2,26,10,*,,,*,,
2020,19K345,3,42,16,*,,,*,,
2020,19K346,3,51,28,*,,,*,,
2020,19K364,2,25,7,6,7.4,4.9,19,11.9,8.4
2020,19K422,3,49,9,17,6.7,3,32,6.9,2.4
2020,19K452,2,23,9,8,10.6,4.9,15,11.7,5.2
2020,19K557,2,27,15,5,2.1,1.6,22,7,2.9
2020,19K654,3,20,4,*,,,*,,
2020,19K662,3,46,8,10,5.7,3.3,36,6.8,3.3
2020,19K663,2,20,5,6,1.2,1,14,5.8,1.1
2020,19K677,2,43,26,6,13.3,6.4,37,8.7,5.2
2020,19K678,2,24,5,5,11.1,3.5,19,9.8,3.2
2020,19K760,2,25,4,7,4.1,2.8,18,5,2.3
2020,19K907,1,6,2,*,,,*,,
2020,20K030,4,83,28,19,6.8,3.9,64,5.8,4
2020,20K048,3,43,17,*,,,*,,
2020,20K062,5,86,26,27,15.1,14.3,59,10.4,10.3
2020,20K069,3,57,18,*,,,*,,
2020,20K102,4,94,42,6,8.2,7.9,88,10.7,9.9
2020,20K104,4,74,34,8,15.1,11.7,66,12.5,11
2020,20K105,4,87,24,8,9.9,8.3,79,10.9,10.5
2020,20K112,3,54,19,*,,,*,,
2020,20K127,3,39,16,*,,,*,,
2020,20K160,4,102,28,7,10.4,8.1,95,8.9,8.6
2020,20K163,3,49,19,6,13.2,8.8,43,12,10.7
2020,20K164,2,56,27,7,11,8.3,49,13.1,11
2020,20K170,3,73,25,5,3.3,3.1,68,10.3,8.8
2020,20K176,1,90,17,7,15.6,9.7,83,9.6,8.6
2020,20K179,3,62,40,*,,,*,,
2020,20K180,5,86,35,33,10.4,8.8,53,11.6,10.5
2020,20K185,2,42,14,*,,,*,,
2020,20K186,4,83,32,*,,,*,,
2020,20K187,4,58,19,15,12.9,9.3,43,14.5,12.2
2020,20K192,3,55,20,9,9.8,5.6,46,10.1,8.1
2020,20K200,4,86,23,*,,,*,,
2020,20K201,4,99,24,22,12.5,12.5,77,13.5,12.3
2020,20K204,4,75,31,*,,,*,,
2020,20K205,4,96,52,5,5.9,3.8,91,10.7,9.7
2020,20K220,6,122,18,42,11.7,9,80,9.5,8.3
2020,20K223,4,69,15,22,15.4,13.3,47,14.8,13.1
2020,20K227,4,108,24,26,9.9,7.9,82,13.6,12.3
2020,20K229,2,78,23,18,10.5,4.7,60,11.9,7.9
2020,20K247,3,59,31,*,,,*,,
2020,20K259,6,118,23,23,8,5.8,95,10.5,8.3
2020,20K264,2,37,20,*,,,*,,
2020,20K310,3,32,11,7,7.3,4.6,25,9.1,5.9
2020,20K503,3,88,34,*,,,*,,
2020,20K506,3,64,23,5,10.6,8.8,59,10.7,8
2020,20K682,4,56,17,*,,,*,,
2020,20K686,2,29,10,6,5.8,3.2,23,8.8,3.6
2020,20K748,2,40,18,*,,,*,,
2020,20K971,1,32,9,*,,,*,,
2020,21K090,2,55,22,7,11.9,4.9,48,6,4.7
2020,21K095,5,67,30,*,,,*,,
2020,21K096,4,86,33,19,9,7.5,67,7.4,4.8
2020,21K097,3,61,25,*,,,*,,
2020,21K098,5,75,15,24,9.9,6.5,51,15,11.5
2020,21K099,3,58,12,14,12.3,11.6,44,12.4,11.1
2020,21K100,2,56,18,*,,,*,,
2020,21K101,3,72,47,6,11.9,11.7,66,11.8,10.8
2020,21K121,2,48,13,5,6.2,5,43,11.1,9
2020,21K128,2,38,18,*,,,*,,
2020,21K153,2,46,24,6,8.9,4.6,40,13.4,11.9
2020,21K177,3,73,37,*,,,*,,
2020,21K188,2,30,17,*,,,*,,
2020,21K199,3,55,26,*,,,*,,
2020,21K209,3,60,32,8,9.4,7.4,52,14.6,14
2020,21K212,3,60,33,*,,,*,,
2020,21K215,4,53,24,*,,,*,,
2020,21K216,3,54,31,*,,,*,,
2020,21K225,4,79,40,12,10.3,9,67,12.5,11.3
2020,21K226,4,77,48,14,7.1,6.9,63,13.2,10.8
2020,21K228,5,107,29,31,7.1,6,76,8.7,5.7
2020,21K238,4,51,37,10,13,8.1,41,14.7,12.7
2020,21K239,4,81,23,21,14.7,11.4,60,13.5,10.9
2020,21K253,4,68,36,*,,,*,,
2020,21K281,4,92,24,30,11.5,10.5,62,12,10.4
2020,21K288,3,50,26,10,8.1,5.1,40,10.3,8
2020,21K303,3,35,13,9,9.9,2.5,26,9.2,6.7
2020,21K329,3,32,20,*,,,*,,
2020,22K014,3,47,34,9,17.6,13.6,38,13.5,13.1
2020,22K052,3,58,35,5,10.3,8.3,53,13.3,9.4
2020,22K078,3,40,26,16,17.4,16.6,24,14.3,13.3
2020,22K109,3,47,31,*,,,*,,
2020,22K119,2,29,19,*,,,*,,
2020,22K134,2,47,10,*,,,*,,
2020,22K139,4,60,37,5,2.2,2.4,55,9.1,7.1
2020,22K152,3,45,33,*,,,*,,
2020,22K193,3,50,29,*,,,*,,
2020,22K194,2,49,38,*,,,*,,
2020,22K195,2,29,9,*,,,*,,
2020,22K197,2,60,34,5,16.9,14.5,55,10.3,9.8
2020,22K198,2,33,16,*,,,*,,
2020,22K203,2,49,36,5,9.7,7.6,44,14.2,12.5
2020,22K206,4,104,37,11,5.7,4,93,10.2,8
2020,22K207,4,79,41,7,15.3,12.2,72,12.5,11.3
2020,22K217,4,81,33,9,14.1,9.3,72,11.8,10.9
2020,22K222,3,78,48,5,10,8.2,73,14.1,12.9
2020,22K234,5,118,36,29,12.3,8.3,89,10.1,6.9
2020,22K236,2,38,27,*,,,*,,
2020,22K240,3,53,20,15,8.1,7.5,38,13.1,10.8
2020,22K245,1,27,10,5,10.3,5.6,22,12.9,8.8
2020,22K251,2,37,31,5,14.8,13,32,12.7,9.9
2020,22K254,3,48,21,5,18.4,14.4,43,15.3,11.1
2020,22K255,3,74,36,*,,,*,,
2020,22K277,2,34,24,*,,,*,,
2020,22K278,4,98,32,25,10.1,8.2,73,10.9,8.8
2020,22K312,3,52,33,6,16.9,15.6,46,14.1,13.4
2020,22K315,2,50,34,*,,,*,,
2020,22K326,2,17,10,*,,,*,,
2020,22K361,3,43,32,5,16.6,1.2,38,11.8,6.4
2020,22K381,2,22,7,9,9.3,8.3,13,11.6,9.2
2020,22K889,1,15,4,*,,,*,,
2020,22K890,1,25,5,11,3.7,1.1,14,4,0.9
2020,23K041,3,32,9,5,18.6,17.7,27,15.9,14.6
2020,23K137,2,21,12,*,,,*,,
2020,23K150,2,20,10,*,,,*,,
2020,23K155,2,33,12,*,,,*,,
2020,23K156,2,51,22,5,18.5,13.5,46,11.9,10
2020,23K165,2,26,18,*,,,*,,
2020,23K178,2,26,14,*,,,*,,
2020,23K184,3,45,33,6,10.3,6.8,39,13.2,8.7
2020,23K284,3,27,14,*,,,*,,
2020,23K298,1,28,10,*,,,*,,
2020,23K323,2,41,17,6,12.1,6.8,35,10.8,7
2020,23K327,3,31,20,*,,,*,,
2020,23K363,2,11,8,*,,,*,,
2020,23K392,2,21,9,*,,,*,,
2020,23K401,2,28,22,*,,,*,,
2020,23K446,2,32,15,*,,,*,,
2020,23K518,2,16,11,6,11.9,5.3,10,12.6,6.3
2020,23K522,2,15,4,8,7.9,5.2,7,10.6,1.4
2020,23K599,2,31,16,*,,,*,,
2020,23K664,1,19,4,*,,,*,,
2020,23K668,1,16,3,6,4.3,1.5,10,5.5,1.7
2020,23K671,2,17,7,5,8.9,4.8,12,9.9,4.1
2020,24Q005,5,131,29,35,11.3,10.1,96,11.1,8.5
2020,24Q007,5,98,31,7,12.3,5.3,91,12.6,9.4
2020,24Q012,4,76,23,*,,,*,,
2020,24Q013,5,97,30,7,14,13.8,90,12.6,11
2020,24Q014,5,109,35,9,16.4,12.8,100,13.7,12.4
2020,24Q016,5,107,32,7,16,13.9,100,10.7,9
2020,24Q019,6,145,43,14,9,6.5,131,12.8,11.8
2020,24Q028,2,38,21,*,,,*,,
2020,24Q049,4,74,20,10,9.7,7.4,64,9.8,7.6
2020,24Q058,4,60,27,5,16.5,12.1,55,11.7,9.9
2020,24Q061,8,190,44,33,8.6,7.9,157,9.3,7.9
2020,24Q068,3,44,27,*,,,*,,
2020,24Q071,3,55,28,5,7.7,4.7,50,13.7,12.4
2020,24Q073,6,149,33,32,10.8,9.5,117,8.9,7.6
2020,24Q077,4,71,26,24,9.9,8.4,47,14.4,12.9
2020,24Q081,3,52,29,*,,,*,,
2020,24Q087,3,53,26,11,7.6,5.4,42,12.7,10.8
2020,24Q088,3,60,42,6,20.3,20.2,54,17.3,16.1
2020,24Q089,7,140,41,12,7.7,4.1,128,8.2,7
2020,24Q091,2,64,29,8,12.5,9.5,56,14.1,12.8
2020,24Q093,5,86,25,31,11.7,11.2,55,10.7,9.7
2020,24Q102,4,96,20,12,9.2,5.8,84,10.2,7.6
2020,24Q110,3,77,23,5,3.7,2.6,72,5.5,2.1
2020,24Q113,4,52,21,8,17.4,15.1,44,12.5,10.5
2020,24Q119,3,80,18,13,16.7,13.4,67,10.4,6.6
2020,24Q125,4,104,20,28,13.8,12.2,76,9.9,8.5
2020,24Q128,3,63,16,5,12.4,6.1,58,10.5,9.2
2020,24Q143,6,111,42,12,15.5,11,99,11.2,10
2020,24Q153,4,78,29,7,12.8,12.7,71,11.9,10.7
2020,24Q199,3,54,21,5,14.5,14.5,49,14.7,13.9
2020,24Q211,2,53,9,7,3.7,1.6,46,5.4,2.1
2020,24Q229,4,90,44,7,8.1,7.5,83,15.4,13.9
2020,24Q239,3,42,15,*,,,*,,
2020,24Q290,2,37,15,*,,,*,,
2020,24Q305,3,48,28,*,,,*,,
2020,24Q307,3,73,21,13,6.7,5.1,60,9.3,4.2
2020,24Q311,3,66,15,14,7.1,2.4,52,4,2.5
2020,24Q330,3,46,14,5,6.4,4.4,41,8.4,4.5
2020,24Q343,2,38,14,*,,,*,,
2020,25Q020,5,83,25,9,13.9,12.4,74,13.1,11
2020,25Q021,3,86,41,*,,,*,,
2020,25Q022,3,64,34,5,10.2,8.6,59,12.5,11.2
2020,25Q024,5,70,32,*,,,*,,
2020,25Q025,4,64,23,25,10.5,9.2,39,11.6,8
2020,25Q029,3,54,18,6,5.2,2.8,48,10.6,8.4
2020,25Q032,2,69,28,5,13.9,8.4,64,10.5,8.1
2020,25Q079,3,62,19,8,9,5.8,54,11.6,9.4
2020,25Q107,3,71,51,5,9.7,6.7,66,12.4,10.9
2020,25Q120,4,61,22,6,11.3,6.4,55,13.5,8.4
2020,25Q129,3,79,38,8,15.1,14.7,71,12.1,9.6
2020,25Q130,2,30,18,*,,,*,,
2020,25Q154,2,47,27,7,11.1,6.5,40,14.2,10.7
2020,25Q163,3,55,15,*,,,*,,
2020,25Q164,3,52,18,11,15,12.3,41,10,8.8
2020,25Q165,3,90,28,6,8.6,8.3,84,12.2,9.5
2020,25Q169,2,29,15,5,15.1,8.3,24,10.3,6.9
2020,25Q184,2,33,15,*,,,*,,
2020,25Q185,4,93,23,22,9,8,71,9.8,8.4
2020,25Q189,3,55,19,14,10.7,9.5,41,9.8,9.6
2020,25Q193,2,40,16,*,,,*,,
2020,25Q194,4,80,20,21,10.9,6.8,59,10.3,7.8
2020,25Q200,2,44,16,6,11.6,9.4,38,13.7,11.3
2020,25Q201,2,45,20,6,9.3,3.4,39,12.6,7.8
2020,25Q209,2,37,15,5,12.9,10.9,32,16.8,14.1
2020,25Q214,2,32,14,*,,,*,,
2020,25Q219,4,77,28,14,11.9,7.9,63,11.7,9.3
2020,25Q237,4,87,27,35,10.9,8.9,52,10.5,8.2
2020,25Q242,2,32,8,*,,,*,,
2020,25Q244,2,31,6,*,,,*,,
2020,25Q250,2,31,5,11,12.1,7.4,20,8.3,6.1
2020,25Q252,3,46,7,16,10.7,6.2,30,8.7,5.2
2020,25Q285,3,42,14,18,10.4,7.5,24,10.4,6.2
2020,25Q294,2,25,10,8,11.4,6.2,17,8.7,5.3
2020,25Q379,2,23,7,7,2.4,0.4,16,2.9,0.7
2020,25Q499,2,29,8,*,,,*,,
2020,26Q018,2,36,7,*,,,*,,
2020,26Q026,2,48,18,5,8.6,7.2,43,11.8,8.5
2020,26Q031,2,40,13,*,,,*,,
2020,26Q041,2,33,23,*,,,*,,
2020,26Q046,2,49,34,5,5.9,5.8,44,11.6,10.4
2020,26Q067,4,63,11,22,7.9,5.9,41,9.8,7.7
2020,26Q074,5,74,26,25,10.1,6.9,49,12.2,10.9
2020,26Q094,1,25,8,*,,,*,,
2020,26Q098,1,22,10,*,,,*,,
2020,26Q115,2,43,18,*,,,*,,
2020,26Q133,2,41,18,5,9.2,3.5,36,11.7,8.6
2020,26Q158,4,68,16,15,9.3,6.6,53,11.2,9
2020,26Q159,2,45,19,*,,,*,,
2020,26Q162,2,41,18,*,,,*,,
2020,26Q172,4,65,14,15,12.8,9.8,50,10.6,8.9
2020,26Q173,3,62,17,*,,,*,,
2020,26Q178,2,38,15,*,,,*,,
2020,26Q186,2,62,18,*,,,*,,
2020,26Q188,1,41,11,*,,,*,,
2020,26Q191,2,25,10,*,,,*,,
2020,26Q203,2,56,25,7,10.5,4.4,49,12.8,11.8
2020,26Q205,1,23,12,*,,,*,,
2020,26Q213,2,33,18,*,,,*,,
2020,26Q216,5,89,16,19,12.5,9.1,70,10.7,6.7
2020,26Q221,2,40,16,*,,,*,,
2020,26Q266,2,48,16,7,11.4,4.9,41,13.7,9.6
2020,26Q376,1,18,8,*,,,*,,
2020,27Q042,3,54,27,5,14.5,11.5,49,11.6,9.3
2020,27Q043,5,70,37,11,12.2,12.1,59,11.1,8.8
2020,27Q045,2,30,16,5,12.8,9.6,25,12.6,10.6
2020,27Q047,2,27,13,*,,,*,,
2020,27Q051,1,19,6,*,,,*,,
2020,27Q053,3,19,13,5,3.6,1.9,14,7.9,3
2020,27Q056,2,26,9,*,,,*,,
2020,27Q060,4,81,18,*,,,*,,
2020,27Q062,4,61,21,5,10.7,10.5,56,11.2,9.2
2020,27Q063,4,81,35,6,10.7,10.2,75,14.6,13
2020,27Q064,1,35,14,*,,,*,,
2020,27Q065,2,37,11,*,,,*,,
2020,27Q066,3,37,19,*,,,*,,
2020,27Q090,3,53,32,*,,,*,,
2020,27Q096,2,21,3,*,,,*,,
2020,27Q097,3,49,19,*,,,*,,
2020,27Q100,3,65,29,*,,,*,,
2020,27Q104,3,49,25,*,,,*,,
2020,27Q105,3,70,32,12,13.2,10.6,58,13.3,10.2
2020,27Q106,2,18,7,*,,,*,,
2020,27Q108,5,91,26,7,8.3,6.4,84,10,8.3
2020,27Q114,2,50,24,6,16.3,10.6,44,12.7,9.1
2020,27Q123,3,45,29,*,,,*,,
2020,27Q124,3,67,14,8,13.3,11.7,59,13.2,11.2
2020,27Q137,6,128,31,28,12.7,10.4,100,11.2,9.6
2020,27Q146,3,43,16,*,,,*,,
2020,27Q155,3,34,12,*,,,*,,
2020,27Q183,3,52,19,5,9.3,4.5,47,10.9,8.4
2020,27Q197,3,44,24,5,9.9,4.3,39,10.9,6
2020,27Q202,4,72,19,15,11.8,8.7,57,12.9,9.9
2020,27Q207,2,63,24,6,15.9,11,57,14.6,13
2020,27Q210,5,132,24,35,10.5,7.7,97,11.2,8.9
2020,27Q223,3,45,21,*,,,*,,
2020,27Q226,5,68,17,11,14,12.4,57,9.5,6.8
2020,27Q232,3,64,16,10,12.5,5.4,54,14.8,10.2
2020,27Q253,3,46,19,*,,,*,,
2020,27Q254,3,42,17,7,16.1,12.4,35,14.2,11.6
2020,27Q273,2,27,12,5,9.4,5.6,22,10,4.7
2020,27Q282,3,17,2,*,,,*,,
2020,27Q297,2,29,8,5,2.4,2.2,24,7.2,3.1
2020,27Q306,2,31,15,*,,,*,,
2020,27Q316,2,33,16,*,,,*,,
2020,27Q317,2,43,14,6,9.2,5.9,37,10.1,6.3
2020,27Q318,1,22,5,*,,,*,,
2020,27Q319,3,38,4,10,7.4,3,28,6,3.1
2020,27Q323,5,74,14,13,9.2,7.2,61,8.1,5.9
2020,27Q333,1,27,8,*,,,*,,
2020,27Q362,3,35,21,*,,,*,,
2020,27Q377,2,28,16,*,,,*,,
2020,28Q008,2,33,9,7,14.9,10.7,26,11.3,8
2020,28Q040,2,30,19,*,,,*,,
2020,28Q048,2,40,19,5,8.8,7.2,35,11.9,6.1
2020,28Q050,3,60,22,*,,,*,,
2020,28Q054,2,39,20,*,,,*,,
2020,28Q055,2,42,15,8,16.8,12.3,34,14.8,11.9
2020,28Q072,2,26,16,8,18,15,18,14.8,11.6
2020,28Q080,3,35,22,5,13.3,13.2,30,11.5,9.8
2020,28Q082,3,48,12,5,18.1,8.9,43,10.6,9.1
2020,28Q086,3,56,19,8,14,12,48,16.8,13.3
2020,28Q099,3,58,35,9,13.2,11.2,49,12.6,11.5
2020,28Q101,3,42,14,6,12.8,12.7,36,10.7,8.5
2020,28Q117,3,59,26,*,,,*,,
2020,28Q121,3,52,14,6,16.7,16.7,46,11,10.5
2020,28Q139,2,47,17,*,,,*,,
2020,28Q140,2,30,12,6,2.7,2,24,12.8,9.2
2020,28Q144,3,58,17,5,14.2,12.3,53,14.5,12.4
2020,28Q157,5,103,32,12,11.8,8.5,91,8.6,7.3
2020,28Q160,3,38,19,*,,,*,,
2020,28Q161,2,46,19,9,14.7,12,37,17.9,14.6
2020,28Q167,3,70,15,20,5.7,4.1,50,6.4,4.1
2020,28Q174,2,44,21,*,,,*,,
2020,28Q175,2,51,24,*,,,*,,
2020,28Q182,3,55,23,*,,,*,,
2020,28Q190,4,65,12,18,14.4,10.9,47,10.4,8.2
2020,28Q196,3,62,17,5,17.4,10,57,10.9,8.2
2020,28Q206,2,41,20,*,,,*,,
2020,28Q217,5,106,34,32,13.8,12.4,74,10.6,8.6
2020,28Q220,3,45,26,9,9.4,4.3,36,12.4,11.2
2020,28Q287,2,28,8,6,7.8,3.9,22,8.2,3.3
2020,28Q303,2,20,4,*,,,*,,
2020,28Q312,1,22,6,*,,,*,,
2020,28Q332,2,26,5,*,,,*,,
2020,28Q349,2,38,9,*,,,*,,
2020,28Q354,2,41,25,*,,,*,,
2020,28Q358,2,31,9,8,5,2.4,23,5.2,2.4
2020,29Q015,2,26,12,*,,,*,,
2020,29Q033,3,60,17,7,9,8,53,16,11.8
2020,29Q034,3,37,19,*,,,*,,
2020,29Q035,3,44,18,*,,,*,,
2020,29Q036,3,31,12,*,,,*,,
2020,29Q037,2,29,11,*,,,*,,
2020,29Q038,2,21,6,*,,,*,,
2020,29Q052,2,33,20,*,,,*,,
2020,29Q059,3,38,9,6,10.3,7,32,12.4,7.1
2020,29Q095,3,86,21,15,16.8,13.7,71,13.6,11.8
2020,29Q109,5,78,16,21,14.4,8.2,57,11.8,8
2020,29Q116,3,58,22,*,,,*,,
2020,29Q118,2,29,14,*,,,*,,
2020,29Q131,4,42,18,7,16.4,10.6,35,12.3,9.1
2020,29Q132,1,29,14,5,11.1,6.2,24,14.2,12.5
2020,29Q134,2,31,12,*,,,*,,
2020,29Q135,4,67,29,6,12.8,9.5,61,15.5,13.3
2020,29Q136,2,38,15,*,,,*,,
2020,29Q138,4,47,16,7,10.9,8.2,40,15.1,10.1
2020,29Q147,2,47,17,7,10.3,8.5,40,13.8,10.2
2020,29Q156,2,15,5,*,,,*,,
2020,29Q176,2,44,11,*,,,*,,
2020,29Q181,2,34,14,*,,,*,,
2020,29Q192,3,29,16,7,18.5,14.4,22,14.6,11.9
2020,29Q195,2,34,18,5,16.1,13.3,29,16.4,13.5
2020,29Q208,3,50,10,5,11.6,11.4,45,13,9.1
2020,29Q238,5,95,18,29,11.4,8.8,66,11.4,10.2
2020,29Q251,2,30,9,6,7.7,2.8,24,12,8.4
2020,29Q268,2,48,15,7,8.5,6,41,9.6,6.7
2020,29Q270,3,49,19,6,15,7,43,13.8,8
2020,29Q283,4,36,9,13,11.7,7.2,23,9.8,6.5
2020,29Q289,1,15,2,*,,,*,,
2020,29Q295,2,40,13,*,,,*,,
2020,29Q355,3,27,6,7,11.3,5,20,6.7,2.5
2020,29Q356,2,26,11,10,5.4,2.4,16,11.3,4
2020,29Q360,2,16,3,*,,,*,,
2020,30Q002,3,37,21,*,,,*,,
2020,30Q010,5,58,14,12,14.3,12.6,46,9.9,9.4
2020,30Q011,4,69,36,*,,,*,,
2020,30Q017,3,45,21,*,,,*,,
2020,30Q069,3,61,27,*,,,*,,
2020,30Q070,4,57,17,*,,,*,,
2020,30Q076,2,58,29,10,13.4,11.7,48,11.7,9.5
2020,30Q078,2,49,7,8,6.3,6.1,41,7.3,6.8
2020,30Q084,2,21,7,*,,,*,,
2020,30Q085,3,39,20,*,,,*,,
2020,30Q092,3,71,28,12,15.6,12.2,59,15.3,13.3
2020,30Q111,2,38,16,7,9.5,5.4,31,9.5,6.8
2020,30Q112,3,32,15,*,,,*,,
2020,30Q122,3,75,21,7,13.1,12.2,68,13.9,12.5
2020,30Q126,4,45,9,11,9.5,5,34,11,9.5
2020,30Q127,3,92,29,20,10.4,9.5,72,11.8,10.2
