School Name,School Type,School Level,Regents Exam,Year,Total Tested,Mean Score,Number Scoring Below 65,Percent Scoring Below 65,Number Scoring 65 or Above,Percent Scoring 65 or Above,Number Scoring 80 or Above,Percent Scoring 80 or Above,Number Scoring CR,Percent Scoring CR,Mean Score_zscore,Percent Scoring Below 65_zscore,Percent Scoring 65 or Above_zscore,Percent Scoring 80 or Above_zscore,Percent Scoring CR_zscore,Mean_Score_within_SchoolType_zscore,Zip Code
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Integrated Algebra,2016,13,60.5,8.0,61.5,5.0,38.5,1.0,7.7,1.0,7.7,-0.45,0.68,-0.68,-0.52,-1.05,-0.5,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra,2017,142,61.4,82.0,57.7,60.0,42.3,3.0,2.1,34.0,23.9,-0.36,0.55,-0.55,-0.74,-0.52,-0.42,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra2,2017,16,48.0,14.0,87.5,2.0,12.5,0.0,0.0,2.0,12.5,-1.57,1.59,-1.59,-0.82,-0.89,-1.61,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core English,2017,79,76.7,12.0,15.2,67.0,84.8,46.0,58.2,53.0,67.1,1.01,-0.94,0.94,1.42,0.87,0.93,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Geometry,2017,94,48.7,87.0,92.6,7.0,7.4,0.0,0.0,5.0,5.3,-1.51,1.77,-1.77,-0.82,-1.12,-1.55,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra,2018,107,61.2,61.0,57.0,46.0,43.0,6.0,5.6,26.0,24.3,-0.38,0.52,-0.52,-0.6,-0.51,-0.44,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra2,2018,31,47.7,24.0,77.4,7.0,22.6,1.0,3.2,7.0,22.6,-1.6,1.24,-1.24,-0.7,-0.56,-1.64,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core English,2018,75,68.1,25.0,33.3,50.0,66.7,18.0,24.0,28.0,37.3,0.24,-0.3,0.3,0.1,-0.09,0.17,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Geometry,2018,62,45.7,59.0,95.2,3.0,4.8,0.0,0.0,1.0,1.6,-1.78,1.86,-1.86,-0.82,-1.24,-1.82,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra,2019,100,57.8,71.0,71.0,29.0,29.0,4.0,4.0,13.0,13.0,-0.69,1.01,-1.01,-0.67,-0.87,-0.74,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Algebra2,2019,33,52.6,26.0,78.8,7.0,21.2,0.0,0.0,7.0,21.2,-1.16,1.28,-1.28,-0.82,-0.61,-1.2,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core English,2019,62,73.9,16.0,25.8,46.0,74.2,31.0,50.0,37.0,59.7,0.76,-0.57,0.57,1.1,0.63,0.68,10301
Dr. Susan S. McKinney Secondary School of the Arts,General Academic,Secondary School,Common Core Geometry,2019,50,48.8,43.0,86.0,7.0,14.0,2.0,4.0,6.0,12.0,-1.5,1.54,-1.54,-0.67,-0.91,-1.54,10301
M.S. K266 - Park Place Community Middle School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,23,65.3,10.0,43.5,13.0,56.5,1.0,4.3,8.0,34.8,-0.01,0.05,-0.05,-0.65,-0.17,-0.08,10001
P.S. 282 Park Slope,General Academic,K-8,Common Core Algebra,2015,26,61.2,14.0,53.8,12.0,46.2,0.0,0.0,4.0,15.4,-0.38,0.41,-0.41,-0.82,-0.8,-0.44,11215
P.S. 282 Park Slope,General Academic,K-8,Common Core Algebra,2016,28,74.7,3.0,10.7,25.0,89.3,6.0,21.4,24.0,85.7,0.83,-1.09,1.09,0.0,1.47,0.75,11215
P.S. 282 Park Slope,General Academic,K-8,Common Core Algebra,2017,18,73.1,4.0,22.2,14.0,77.8,7.0,38.9,14.0,77.8,0.69,-0.69,0.69,0.68,1.22,0.61,11215
P.S. 282 Park Slope,General Academic,K-8,Common Core Algebra,2018,25,76.3,2.0,8.0,23.0,92.0,7.0,28.0,23.0,92.0,0.98,-1.19,1.19,0.26,1.68,0.9,11215
P.S. 282 Park Slope,General Academic,K-8,Common Core Algebra,2019,15,73.3,2.0,13.3,13.0,86.7,2.0,13.3,12.0,80.0,0.71,-1.0,1.0,-0.31,1.29,0.63,11215
Satellite East Middle School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,10,54.4,8.0,80.0,2.0,20.0,0.0,0.0,0.0,0.0,-1.0,1.33,-1.33,-0.82,-1.29,-1.04,10001
Satellite East Middle School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,13,56.5,9.0,69.2,4.0,30.8,0.0,0.0,1.0,7.7,-0.81,0.95,-0.95,-0.82,-1.05,-0.86,10001
Dock Street School for STEAM Studies,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2015,17,54.6,11.0,64.7,6.0,35.3,0.0,0.0,2.0,11.8,-0.98,0.79,-0.79,-0.82,-0.91,-1.03,10001
Dock Street School for STEAM Studies,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2016,14,74.1,2.0,14.3,12.0,85.7,3.0,21.4,11.0,78.6,0.78,-0.97,0.97,0.0,1.24,0.7,10001
Dock Street School for STEAM Studies,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,9,72.2,1.0,11.1,8.0,88.9,1.0,11.1,7.0,77.8,0.61,-1.08,1.08,-0.39,1.22,0.53,10001
Dock Street School for STEAM Studies,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2018,6,71.0,2.0,33.3,4.0,66.7,1.0,16.7,4.0,66.7,0.5,-0.3,0.3,-0.18,0.86,0.43,10001
Dock Street School for STEAM Studies,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2019,51,75.3,6.0,11.8,45.0,88.2,17.0,33.3,44.0,86.3,0.89,-1.06,1.06,0.46,1.49,0.81,10001
Urban Assembly School for Music and Art,General Academic,High school,Common Core Algebra,2015,86,56.6,63.0,73.3,23.0,26.7,0.0,0.0,7.0,8.1,-0.8,1.09,-1.09,-0.82,-1.03,-0.85,10314
Urban Assembly School for Music and Art,General Academic,High school,English,2015,104,71.9,18.0,17.3,86.0,82.7,27.0,26.0,50.0,48.1,0.58,-0.86,0.86,0.18,0.26,0.51,10314
Urban Assembly School for Music and Art,General Academic,High school,Geometry,2015,13,52.4,10.0,76.9,3.0,23.1,0.0,0.0,0.0,0.0,-1.18,1.22,-1.22,-0.82,-1.29,-1.22,10314
Urban Assembly School for Music and Art,General Academic,High school,Integrated Algebra,2015,153,63.9,74.0,48.4,79.0,51.6,13.0,8.5,13.0,8.5,-0.14,0.22,-0.22,-0.49,-1.02,-0.2,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Algebra,2016,168,61.3,96.0,57.1,72.0,42.9,1.0,0.6,31.0,18.5,-0.37,0.53,-0.53,-0.8,-0.7,-0.43,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core English,2016,159,70.8,38.0,23.9,121.0,76.1,50.0,31.4,79.0,49.7,0.48,-0.63,0.63,0.39,0.31,0.41,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Geometry,2016,41,49.9,34.0,82.9,7.0,17.1,0.0,0.0,3.0,7.3,-1.4,1.43,-1.43,-0.82,-1.06,-1.44,10314
Urban Assembly School for Music and Art,General Academic,High school,English,2016,10,67.5,3.0,30.0,7.0,70.0,2.0,20.0,3.0,30.0,0.18,-0.42,0.42,-0.05,-0.33,0.12,10314
Urban Assembly School for Music and Art,General Academic,High school,Integrated Algebra,2016,7,67.6,2.0,28.6,5.0,71.4,0.0,0.0,0.0,0.0,0.19,-0.47,0.47,-0.82,-1.29,0.12,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Algebra,2017,167,61.6,90.0,53.9,77.0,46.1,3.0,1.8,53.0,31.7,-0.35,0.41,-0.41,-0.75,-0.27,-0.41,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core English,2017,158,61.5,70.0,44.3,88.0,55.7,27.0,17.1,44.0,27.8,-0.36,0.08,-0.08,-0.16,-0.4,-0.42,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Geometry,2017,11,56.3,8.0,72.7,3.0,27.3,0.0,0.0,1.0,9.1,-0.82,1.07,-1.07,-0.82,-1.0,-0.88,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Algebra,2018,116,56.0,85.0,73.3,31.0,26.7,4.0,3.4,13.0,11.2,-0.85,1.09,-1.09,-0.69,-0.93,-0.9,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core English,2018,108,60.0,49.0,45.4,59.0,54.6,21.0,19.4,26.0,24.1,-0.49,0.12,-0.12,-0.07,-0.52,-0.55,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Geometry,2018,12,43.0,10.0,83.3,2.0,16.7,1.0,8.3,2.0,16.7,-2.02,1.44,-1.44,-0.5,-0.75,-2.05,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Algebra,2019,101,58.1,66.0,65.3,35.0,34.7,1.0,1.0,15.0,14.9,-0.66,0.81,-0.81,-0.78,-0.81,-0.72,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core English,2019,87,69.0,26.0,29.9,61.0,70.1,28.0,32.2,38.0,43.7,0.32,-0.42,0.42,0.42,0.12,0.25,10314
Urban Assembly School for Music and Art,General Academic,High school,Common Core Geometry,2019,6,40.0,5.0,83.3,1.0,16.7,0.0,0.0,0.0,0.0,-2.29,1.44,-1.44,-0.82,-1.29,-2.32,10314
The Urban Assembly Unison School,General Academic,Junior High-Intermediate-Middle,Common Core Algebra,2017,8,47.8,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,2.03,-2.03,-0.82,-1.29,-1.63,10001
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Algebra2/Trigonometry,2015,13,32.5,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.97,2.03,-2.03,-0.82,-1.29,-2.98,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra,2015,109,55.5,90.0,82.6,19.0,17.4,0.0,0.0,1.0,0.9,-0.9,1.42,-1.42,-0.82,-1.26,-0.95,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core English,2015,23,62.5,11.0,47.8,12.0,52.2,2.0,8.7,6.0,26.1,-0.27,0.2,-0.2,-0.48,-0.45,-0.33,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Geometry,2015,79,45.4,75.0,94.9,4.0,5.1,0.0,0.0,2.0,2.5,-1.81,1.85,-1.85,-0.82,-1.21,-1.84,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,English,2015,102,69.1,24.0,23.5,78.0,76.5,18.0,17.6,39.0,38.2,0.33,-0.65,0.65,-0.14,-0.06,0.26,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Geometry,2015,75,51.0,62.0,82.7,13.0,17.3,2.0,2.7,2.0,2.7,-1.3,1.42,-1.42,-0.72,-1.21,-1.35,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Integrated Algebra,2015,112,66.2,39.0,34.8,73.0,65.2,2.0,1.8,2.0,1.8,0.07,-0.25,0.25,-0.75,-1.24,0.0,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Algebra2/Trigonometry,2016,26,48.7,21.0,80.8,5.0,19.2,0.0,0.0,0.0,0.0,-1.51,1.35,-1.35,-0.82,-1.29,-1.55,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra,2016,162,63.9,72.0,44.4,90.0,55.6,2.0,1.2,47.0,29.0,-0.14,0.08,-0.08,-0.77,-0.36,-0.2,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra2,2016,46,55.1,35.0,76.1,11.0,23.9,0.0,0.0,11.0,23.9,-0.93,1.19,-1.19,-0.82,-0.52,-0.98,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core English,2016,135,72.6,23.0,17.0,112.0,83.0,46.0,34.1,72.0,53.3,0.64,-0.87,0.87,0.49,0.43,0.57,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Geometry,2016,16,52.0,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,2.03,-2.03,-0.82,-1.29,-1.26,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,English,2016,10,59.4,7.0,70.0,3.0,30.0,0.0,0.0,0.0,0.0,-0.55,0.98,-0.98,-0.82,-1.29,-0.6,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Integrated Algebra,2016,28,66.6,7.0,25.0,21.0,75.0,1.0,3.6,1.0,3.6,0.1,-0.59,0.59,-0.68,-1.18,0.04,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra,2017,215,62.1,111.0,51.6,104.0,48.4,3.0,1.4,57.0,26.5,-0.3,0.33,-0.33,-0.77,-0.44,-0.36,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra2,2017,31,52.8,24.0,77.4,7.0,22.6,0.0,0.0,7.0,22.6,-1.14,1.24,-1.24,-0.82,-0.56,-1.19,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core English,2017,253,61.8,106.0,41.9,147.0,58.1,56.0,22.1,81.0,32.0,-0.33,-0.0,0.0,0.03,-0.26,-0.39,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Geometry,2017,91,50.9,83.0,91.2,8.0,8.8,0.0,0.0,1.0,1.1,-1.31,1.72,-1.72,-0.82,-1.26,-1.35,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra,2018,201,62.9,98.0,48.8,103.0,51.2,5.0,2.5,59.0,29.4,-0.23,0.24,-0.24,-0.72,-0.34,-0.29,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra2,2018,42,57.0,32.0,76.2,10.0,23.8,0.0,0.0,10.0,23.8,-0.76,1.19,-1.19,-0.82,-0.53,-0.81,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core English,2018,274,62.0,116.0,42.3,158.0,57.7,60.0,21.9,79.0,28.8,-0.31,0.01,-0.01,0.02,-0.36,-0.37,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Geometry,2018,115,49.0,100.0,87.0,15.0,13.0,1.0,0.9,8.0,7.0,-1.48,1.57,-1.57,-0.78,-1.07,-1.52,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra,2019,190,63.8,74.0,38.9,116.0,61.1,11.0,5.8,73.0,38.4,-0.15,-0.11,0.11,-0.6,-0.05,-0.21,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Algebra2,2019,68,50.4,61.0,89.7,7.0,10.3,0.0,0.0,7.0,10.3,-1.36,1.67,-1.67,-0.82,-0.96,-1.4,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core English,2019,222,61.5,100.0,45.0,122.0,55.0,33.0,14.9,54.0,24.3,-0.36,0.1,-0.1,-0.25,-0.51,-0.42,11201
Brooklyn Community Arts & Media High School (BCAM),General Academic,High school,Common Core Geometry,2019,104,49.5,101.0,97.1,3.0,2.9,0.0,0.0,1.0,1.0,-1.44,1.92,-1.92,-0.82,-1.26,-1.48,11201
"Science Skills Center High School for Science, Tec",General Academic,High school,Algebra2/Trigonometry,2015,31,40.2,28.0,90.3,3.0,9.7,0.0,0.0,0.0,0.0,-2.27,1.69,-1.69,-0.82,-1.29,-2.3,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra,2015,124,59.9,78.0,62.9,46.0,37.1,0.0,0.0,12.0,9.7,-0.5,0.73,-0.73,-0.82,-0.98,-0.56,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core English,2015,200,68.6,71.0,35.5,129.0,64.5,56.0,28.0,79.0,39.5,0.28,-0.23,0.23,0.26,-0.02,0.21,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Geometry,2015,90,56.7,64.0,71.1,26.0,28.9,2.0,2.2,9.0,10.0,-0.79,1.02,-1.02,-0.73,-0.97,-0.84,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,English,2015,101,65.3,40.0,39.6,61.0,60.4,8.0,7.9,24.0,23.8,-0.01,-0.08,0.08,-0.52,-0.53,-0.08,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Geometry,2015,87,61.2,51.0,58.6,36.0,41.4,4.0,4.6,4.0,4.6,-0.38,0.58,-0.58,-0.64,-1.15,-0.44,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Integrated Algebra,2015,59,60.5,33.0,55.9,26.0,44.1,8.0,13.6,8.0,13.6,-0.45,0.48,-0.48,-0.3,-0.85,-0.5,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Algebra2/Trigonometry,2016,36,54.9,28.0,77.8,8.0,22.2,2.0,5.6,2.0,5.6,-0.95,1.25,-1.25,-0.6,-1.11,-1.0,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra,2016,219,63.3,98.0,44.7,121.0,55.3,5.0,2.3,67.0,30.6,-0.19,0.09,-0.09,-0.73,-0.31,-0.26,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core English,2016,187,70.8,38.0,20.3,149.0,79.7,63.0,33.7,106.0,56.7,0.48,-0.76,0.76,0.48,0.54,0.41,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Geometry,2016,58,63.7,25.0,43.1,33.0,56.9,2.0,3.4,16.0,27.6,-0.16,0.04,-0.04,-0.69,-0.4,-0.22,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,English,2016,37,66.3,14.0,37.8,23.0,62.2,5.0,13.5,9.0,24.3,0.08,-0.15,0.15,-0.3,-0.51,0.01,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Geometry,2016,21,62.9,10.0,47.6,11.0,52.4,0.0,0.0,0.0,0.0,-0.23,0.19,-0.19,-0.82,-1.29,-0.29,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Integrated Algebra,2016,15,66.5,3.0,20.0,12.0,80.0,0.0,0.0,0.0,0.0,0.09,-0.77,0.77,-0.82,-1.29,0.03,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Algebra2/Trigonometry,2017,26,66.3,11.0,42.3,15.0,57.7,4.0,15.4,4.0,15.4,0.08,0.01,-0.01,-0.23,-0.8,0.01,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra,2017,243,67.6,78.0,32.1,165.0,67.9,18.0,7.4,128.0,52.7,0.19,-0.35,0.35,-0.53,0.41,0.12,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra2,2017,32,64.2,16.0,50.0,16.0,50.0,0.0,0.0,16.0,50.0,-0.11,0.28,-0.28,-0.82,0.32,-0.18,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core English,2017,242,65.9,70.0,28.9,172.0,71.1,65.0,26.9,90.0,37.2,0.04,-0.46,0.46,0.22,-0.09,-0.03,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Geometry,2017,106,63.6,51.0,48.1,55.0,51.9,3.0,2.8,27.0,25.5,-0.17,0.21,-0.21,-0.71,-0.47,-0.23,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra,2018,253,66.8,83.0,32.8,170.0,67.2,31.0,12.3,126.0,49.8,0.12,-0.32,0.32,-0.35,0.31,0.05,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra2,2018,127,66.5,42.0,33.1,85.0,66.9,4.0,3.1,85.0,66.9,0.09,-0.31,0.31,-0.7,0.87,0.03,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core English,2018,233,69.9,65.0,27.9,168.0,72.1,85.0,36.5,119.0,51.1,0.4,-0.49,0.49,0.58,0.36,0.33,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Geometry,2018,39,56.6,29.0,74.4,10.0,25.6,0.0,0.0,4.0,10.3,-0.8,1.13,-1.13,-0.82,-0.96,-0.85,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra,2019,214,69.5,53.0,24.8,161.0,75.2,42.0,19.6,125.0,58.4,0.36,-0.6,0.6,-0.07,0.59,0.29,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Algebra2,2019,79,67.5,19.0,24.1,60.0,75.9,4.0,5.1,60.0,75.9,0.18,-0.63,0.63,-0.62,1.16,0.12,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core English,2019,288,72.7,55.0,19.1,233.0,80.9,121.0,42.0,169.0,58.7,0.65,-0.8,0.8,0.8,0.6,0.58,10001
"Science Skills Center High School for Science, Tec",General Academic,High school,Common Core Geometry,2019,73,66.5,26.0,35.6,47.0,64.4,5.0,6.8,38.0,52.1,0.09,-0.22,0.22,-0.56,0.39,0.03,10001
Brooklyn Technical High School,General Academic,High school,Algebra2/Trigonometry,2015,1477,82.6,165.0,11.2,1312.0,88.8,967.0,65.5,967.0,65.5,1.54,-1.08,1.08,1.7,0.82,1.45,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra,2015,298,80.6,1.0,0.3,297.0,99.7,152.0,51.0,290.0,97.3,1.36,-1.46,1.46,1.14,1.85,1.28,11217
Brooklyn Technical High School,General Academic,High school,Common Core English,2015,299,92.0,0.0,0.0,299.0,100.0,298.0,99.7,299.0,100.0,2.39,-1.47,1.47,3.02,1.94,2.29,11217
Brooklyn Technical High School,General Academic,High school,Common Core Geometry,2015,1322,84.3,10.0,0.8,1312.0,99.2,1023.0,77.4,1295.0,98.0,1.7,-1.44,1.44,2.16,1.87,1.6,11217
Brooklyn Technical High School,General Academic,High school,English,2015,815,88.5,1.0,0.1,814.0,99.9,734.0,90.1,795.0,97.5,2.08,-1.46,1.46,2.65,1.85,1.98,11217
Brooklyn Technical High School,General Academic,High school,Geometry,2015,1326,87.4,7.0,0.5,1319.0,99.5,1119.0,84.4,1119.0,84.4,1.98,-1.45,1.45,2.43,1.43,1.88,11217
Brooklyn Technical High School,General Academic,High school,Integrated Algebra,2015,28,89.8,0.0,0.0,28.0,100.0,28.0,100.0,28.0,100.0,2.19,-1.47,1.47,3.03,1.94,2.09,11217
Brooklyn Technical High School,General Academic,High school,Algebra2/Trigonometry,2016,1377,76.1,289.0,21.0,1088.0,79.0,656.0,47.6,656.0,47.6,0.96,-0.73,0.73,1.01,0.24,0.88,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra,2016,388,85.5,0.0,0.0,388.0,100.0,348.0,89.7,387.0,99.7,1.81,-1.47,1.47,2.63,1.93,1.71,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra2,2016,1352,81.3,32.0,2.4,1320.0,97.6,884.0,65.4,1320.0,97.6,1.43,-1.38,1.38,1.7,1.86,1.34,11217
Brooklyn Technical High School,General Academic,High school,Common Core English,2016,1312,91.7,1.0,0.1,1311.0,99.9,1290.0,98.3,1306.0,99.5,2.36,-1.46,1.46,2.96,1.92,2.26,11217
Brooklyn Technical High School,General Academic,High school,Common Core Geometry,2016,1373,82.0,25.0,1.8,1348.0,98.2,896.0,65.3,1301.0,94.8,1.49,-1.41,1.41,1.69,1.77,1.4,11217
Brooklyn Technical High School,General Academic,High school,English,2016,6,84.2,0.0,0.0,6.0,100.0,6.0,100.0,6.0,100.0,1.69,-1.47,1.47,3.03,1.94,1.6,11217
Brooklyn Technical High School,General Academic,High school,Integrated Algebra,2016,6,88.0,0.0,0.0,6.0,100.0,6.0,100.0,6.0,100.0,2.03,-1.47,1.47,3.03,1.94,1.93,11217
Brooklyn Technical High School,General Academic,High school,Algebra2/Trigonometry,2017,7,65.0,3.0,42.9,4.0,57.1,2.0,28.6,2.0,28.6,-0.04,0.03,-0.03,0.28,-0.37,-0.11,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra,2017,383,87.8,0.0,0.0,383.0,100.0,372.0,97.1,383.0,100.0,2.01,-1.47,1.47,2.92,1.94,1.91,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra2,2017,1380,82.9,15.0,1.1,1365.0,98.9,1005.0,72.8,1365.0,98.9,1.57,-1.43,1.43,1.98,1.9,1.48,11217
Brooklyn Technical High School,General Academic,High school,Common Core English,2017,1333,93.0,0.0,0.0,1333.0,100.0,1318.0,98.9,1327.0,99.5,2.48,-1.47,1.47,2.98,1.92,2.38,11217
Brooklyn Technical High School,General Academic,High school,Common Core Geometry,2017,1527,83.8,30.0,2.0,1497.0,98.0,1138.0,74.5,1465.0,95.9,1.65,-1.4,1.4,2.05,1.8,1.56,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra,2018,355,87.2,1.0,0.3,354.0,99.7,341.0,96.1,354.0,99.7,1.96,-1.46,1.46,2.88,1.93,1.86,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra2,2018,1541,87.1,11.0,0.7,1530.0,99.3,1358.0,88.1,1530.0,99.3,1.95,-1.44,1.44,2.57,1.91,1.85,11217
Brooklyn Technical High School,General Academic,High school,Common Core English,2018,1413,93.7,0.0,0.0,1413.0,100.0,1400.0,99.1,1409.0,99.7,2.54,-1.47,1.47,2.99,1.93,2.44,11217
Brooklyn Technical High School,General Academic,High school,Common Core Geometry,2018,1571,86.7,9.0,0.6,1562.0,99.4,1335.0,85.0,1549.0,98.6,1.91,-1.45,1.45,2.45,1.89,1.82,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra,2019,313,88.9,1.0,0.3,312.0,99.7,301.0,96.2,310.0,99.0,2.11,-1.46,1.46,2.88,1.9,2.01,11217
Brooklyn Technical High School,General Academic,High school,Common Core Algebra2,2019,1519,87.4,6.0,0.4,1513.0,99.6,1399.0,92.1,1513.0,99.6,1.98,-1.45,1.45,2.72,1.92,1.88,11217
Brooklyn Technical High School,General Academic,High school,Common Core English,2019,1488,93.4,1.0,0.1,1487.0,99.9,1480.0,99.5,1485.0,99.8,2.52,-1.46,1.46,3.01,1.93,2.41,11217
Brooklyn Technical High School,General Academic,High school,Common Core Geometry,2019,1476,87.4,16.0,1.1,1460.0,98.9,1256.0,85.1,1442.0,97.7,1.98,-1.43,1.43,2.45,1.86,1.88,11217
Brooklyn International High School,General Academic,High school,English,2015,120,67.2,37.0,30.8,83.0,69.2,18.0,15.0,45.0,37.5,0.16,-0.39,0.39,-0.24,-0.08,0.09,11201
Brooklyn International High School,General Academic,High school,Common Core English,2016,119,66.9,39.0,32.8,80.0,67.2,33.0,27.7,47.0,39.5,0.13,-0.32,0.32,0.25,-0.02,0.06,11201
Brooklyn International High School,General Academic,High school,English,2016,43,62.4,22.0,51.2,21.0,48.8,6.0,14.0,9.0,20.9,-0.27,0.32,-0.32,-0.28,-0.62,-0.34,11201
Brooklyn International High School,General Academic,High school,Common Core English,2017,128,63.2,43.0,33.6,85.0,66.4,26.0,20.3,43.0,33.6,-0.2,-0.29,0.29,-0.04,-0.21,-0.26,11201
