DBN	School Name	Regents Exam	Exam	Year	Mean Score	Total Tested	Black_Percent	Hispanic_Percent	Asian_Percent	White_Percent	Teacher_Count	School Type	CTE	Transfer	ELL_Percent	EconDisadvantaged_Pct	SpecialEd_Pct	Homeless_Pct	NeedsIndex	ATTENDANCE_RATE	ClassSize_Algebra	ClassSize_Biology	ClassSize	NYSED_School_Name	INSTITUTION_ID	latitude	longitude	ZIP Code	Neighborhood
30Q417	A-Tech High School	Living Environment	Living_Env	2023	67.7	100	46	54	0	0	7	Career Technical	1	0	7	77	19	7	1	88	20	17	17	GOTHAM TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
30Q417	A-Tech High School	Common Core English	ELA	2023	69.53	134	33.58	66.42	0	0	7	Career Technical	1	0	7	77	19	7	1	88	20	17	18.5	GOTHAM TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
30Q417	A-Tech High School	Common Core Algebra	Algebra_I	2023	61.76	172	44.77	55.23	0	0	7	Career Technical	1	0	7	77	19	7	1	88	20	17	20	GOTHAM TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
76K610	A-Tech High School	Living Environment	Living_Env	2023	67.7	100	46	54	0	0	36	Career Technical	1	0	8	89	35	11	1	88	18	23	23	A-TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
76K610	A-Tech High School	Common Core English	ELA	2023	69.53	134	33.58	66.42	0	0	36	Career Technical	1	0	8	89	35	11	1	88	18	23	20.5	A-TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
76K610	A-Tech High School	Common Core Algebra	Algebra_I	2023	61.76	172	44.77	55.23	0	0	36	Career Technical	1	0	8	89	35	11	1	88	18	23	18	A-TECH HIGH SCHOOL	8E+11	40.721448	-73.953328	11222	Greenpoint
71M047	"47" The American Sign Language and English Secondary School	Living Environment	Living_Env	2023	61.4	25	0	100	0	0	35	Special Education	0	0	4	84	26	11	1	79	10	10	10	AMERICAN SIGN LANG & ENG SECONDAR	8E+11	40.738374	-73.981329	10010	Gramercy Park - Murray Hill
71M047	"47" The American Sign Language and English Secondary School	Common Core Algebra	Algebra_I	2023	62.1	35	0	100	0	0	35	Special Education	0	0	4	84	26	11	1	79	10	10	10	AMERICAN SIGN LANG & ENG SECONDAR	8E+11	40.738374	-73.981329	10010	Gramercy Park - Murray Hill
71M047	"47" The American Sign Language and English Secondary School	Common Core English	ELA	2023	71.4	49	0	100	0	0	35	Special Education	0	0	4	84	26	11	1	79	10	10	10	AMERICAN SIGN LANG & ENG SECONDAR	8E+11	40.738374	-73.981329	10010	Gramercy Park - Murray Hill
71M135	The Urban Assembly School for Emergency Management	Living Environment	Living_Env	2023	59.56	44	22.73	77.27	0	0	25	Career Technical	1	0	7	84	22	14	1	84	13	14	14	URBAN ASSEMBLY-EMERGENCY MANAGEMENT	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M135	The Urban Assembly School for Emergency Management	Common Core Algebra	Algebra_I	2023	61.59	83	31.33	68.67	0	0	25	Career Technical	1	0	7	84	22	14	1	84	13	14	13	URBAN ASSEMBLY-EMERGENCY MANAGEMENT	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M135	The Urban Assembly School for Emergency Management	Common Core English	ELA	2023	70.86	88	42.05	57.95	0	0	25	Career Technical	1	0	7	84	22	14	1	84	13	14	13.5	URBAN ASSEMBLY-EMERGENCY MANAGEMENT	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M139	Stephen T. Mather Building Arts & Craftsmanship High School	Living Environment	Living_Env	2023	57.64	67	34.33	65.67	0	0	35	Career Technical	1	0	5	85	29	6	1	80	20	18	18	STEPHEN T MATHER BLDG ARTS-CRAFTSMAN	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M139	Stephen T. Mather Building Arts & Craftsmanship High School	Common Core Algebra	Algebra_I	2023	54.89	74	40.54	59.46	0	0	35	Career Technical	1	0	5	85	29	6	1	80	20	18	20	STEPHEN T MATHER BLDG ARTS-CRAFTSMAN	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M139	Stephen T. Mather Building Arts & Craftsmanship High School	Common Core English	ELA	2023	61.91	100	33	67	0	0	35	Career Technical	1	0	5	85	29	6	1	80	20	18	19	STEPHEN T MATHER BLDG ARTS-CRAFTSMAN	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M157	The Urban Assembly School for Global Commerce	Common Core English	ELA	2023	76.6	26	100	0	0	0	21	Career Technical	1	0	9	89	38	23	1	75	11	18	14.5	URBAN ASSEMBLY-GLOBAL COMMERCE	8E+11	40.807019	-73.938714	10035	East Harlem
71M157	The Urban Assembly School for Global Commerce	Common Core Algebra	Algebra_I	2023	61.4	31	100	0	0	0	21	Career Technical	1	0	9	89	38	23	1	75	11	18	11	URBAN ASSEMBLY-GLOBAL COMMERCE	8E+11	40.807019	-73.938714	10035	East Harlem
71M157	The Urban Assembly School for Global Commerce	Living Environment	Living_Env	2023	59.8	45	66.67	33.33	0	0	21	Career Technical	1	0	9	89	38	23	1	75	11	18	18	URBAN ASSEMBLY-GLOBAL COMMERCE	8E+11	40.807019	-73.938714	10035	East Harlem
71M211	Inwood Early College For Health And Information Technologies	Living Environment	Living_Env	2023	61.8	85	0	100	0	0	37	Career Technical	1	0	16	94	26	16	1	83	20	22	22	INWOOD EARLY COLLEGE FOR HEALTH-INFO	8E+11	40.865556	-73.925464	10034	Washington Heights - Inwood
71M211	Inwood Early College For Health And Information Technologies	Common Core English	ELA	2023	63.8	127	0	100	0	0	37	Career Technical	1	0	16	94	26	16	1	83	20	22	21	INWOOD EARLY COLLEGE FOR HEALTH-INFO	8E+11	40.865556	-73.925464	10034	Washington Heights - Inwood
71M211	Inwood Early College For Health And Information Technologies	Common Core Algebra	Algebra_I	2023	61.2	152	4.61	95.39	0	0	37	Career Technical	1	0	16	94	26	16	1	83	20	22	20	INWOOD EARLY COLLEGE FOR HEALTH-INFO	8E+11	40.865556	-73.925464	10034	Washington Heights - Inwood
71M280	Manhattan Early College School for Advertising	Living Environment	Living_Env	2023	74.16	35	45.71	54.29	0	0	38	Career Technical	1	0	4	82	20	13	1	84	18	22	22	MANHATTAN EARLY COLLEGE SCH-ADVERTIS	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M280	Manhattan Early College School for Advertising	Common Core Algebra	Algebra_I	2023	63.41	63	38.1	61.9	0	0	38	Career Technical	1	0	4	82	20	13	1	84	18	22	18	MANHATTAN EARLY COLLEGE SCH-ADVERTIS	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M280	Manhattan Early College School for Advertising	Common Core English	ELA	2023	74.01	91	25.27	61.54	13.19	0	38	Career Technical	1	0	4	82	20	13	1	84	18	22	20	MANHATTAN EARLY COLLEGE SCH-ADVERTIS	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M282	Urban Assembly Maker Academy	Living Environment	Living_Env	2023	66.34	78	37.18	46.15	0	16.67	46	Career Technical	1	0	5	74	25	9	1	86	21	26	26	URBAN ASSEMBLY MAKER ACADEMY	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M282	Urban Assembly Maker Academy	Common Core English	ELA	2023	73.36	154	27.27	53.25	9.74	9.74	46	Career Technical	1	0	5	74	25	9	1	86	21	26	23.5	URBAN ASSEMBLY MAKER ACADEMY	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M282	Urban Assembly Maker Academy	Common Core Algebra	Algebra_I	2023	64.19	182	31.87	55.49	0	12.64	46	Career Technical	1	0	5	74	25	9	1	86	21	26	21	URBAN ASSEMBLY MAKER ACADEMY	8E+11	40.711441	-74.000851	10038	Lower Manhattam
71M285	Harlem Renaissance High School	Common Core English	ELA	2023	65.4	28	100	0	0	0	13	Transfer School	0	1	6	82	29	14	1	60	7	8	7.5	HARLEM RENAISSANCE HIGH SCHOOL	8E+11	40.807692	-73.939974	10035	East Harlem
71M288	Food and Finance High School	Common Core Algebra	Algebra_I	2023	56.46	88	40.91	59.09	0	0	32	Career Technical	1	0	5	85	26	11	1	87	24	25	24	FOOD AND FINANCE HIGH SCHOOL	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M288	Food and Finance High School	Living Environment	Living_Env	2023	64.51	95	41.05	58.95	0	0	32	Career Technical	1	0	5	85	26	11	1	87	24	25	25	FOOD AND FINANCE HIGH SCHOOL	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M288	Food and Finance High School	Common Core English	ELA	2023	70.9	100	40	60	0	0	32	Career Technical	1	0	5	85	26	11	1	87	24	25	24.5	FOOD AND FINANCE HIGH SCHOOL	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M292	Orchard Collegiate Academy	Common Core Algebra	Algebra_I	2023	59.67	43	23.26	76.74	0	0	25	General Academic	0	0	6	84	26	14	1	81	20	21	20	ORCHARD COLLEGIATE ACADEMY	8E+11	40.713362	-73.986051	10002	Union Square - Lower East Side
71M292	Orchard Collegiate Academy	Living Environment	Living_Env	2023	67.79	46	21.74	65.22	13.04	0	25	General Academic	0	0	6	84	26	14	1	81	20	21	21	ORCHARD COLLEGIATE ACADEMY	8E+11	40.713362	-73.986051	10002	Union Square - Lower East Side
71M292	Orchard Collegiate Academy	Common Core English	ELA	2023	74.82	65	24.62	60	15.38	0	25	General Academic	0	0	6	84	26	14	1	81	20	21	20.5	ORCHARD COLLEGIATE ACADEMY	8E+11	40.713362	-73.986051	10002	Union Square - Lower East Side
71M296	High School of Hospitality Management	Living Environment	Living_Env	2023	68.6	17	0	100	0	0	20	General Academic	0	0	9	86	23	12	1	73	14	14	14	HIGH SCHOOL OF HOSPITALITY MGMNT	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M296	High School of Hospitality Management	Common Core Algebra	Algebra_I	2023	56.1	37	0	100	0	0	20	General Academic	0	0	9	86	23	12	1	73	14	14	14	HIGH SCHOOL OF HOSPITALITY MGMNT	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M296	High School of Hospitality Management	Common Core English	ELA	2023	77.04	48	18.75	81.25	0	0	20	General Academic	0	0	9	86	23	12	1	73	14	14	14	HIGH SCHOOL OF HOSPITALITY MGMNT	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M298	Pace High School	Living Environment	Living_Env	2023	60.13	97	32.99	52.58	14.43	0	45	General Academic	0	0	5	74	22	8	1	77	22	23	23	PACE HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M298	Pace High School	Common Core Algebra	Algebra_I	2023	62.76	107	29.91	58.88	11.21	0	45	General Academic	0	0	5	74	22	8	1	77	22	23	22	PACE HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M298	Pace High School	Common Core English	ELA	2023	76.58	146	30.14	55.48	14.38	0	45	General Academic	0	0	5	74	22	8	1	77	22	23	22.5	PACE HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M479	Pace High School	Living Environment	Living_Env	2023	60.13	97	32.99	52.58	14.43	0	84	General Academic	0	0	1	45	22	2	1	93	24	32	32	BEACON HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M479	Pace High School	Common Core Algebra	Algebra_I	2023	62.76	107	29.91	58.88	11.21	0	84	General Academic	0	0	1	45	22	2	1	93	24	32	24	BEACON HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M479	Pace High School	Common Core English	ELA	2023	76.58	146	30.14	55.48	14.38	0	84	General Academic	0	0	1	45	22	2	1	93	24	32	28	BEACON HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M299	The Maxine Greene HS for Imaginative Inquiry	Common Core English	ELA	2023	67.4	24	25	75	0	0	14	General Academic	0	0	15	87	31	10	1	74	16	15	15.5	MAXINE GREENE HS-IMAGINATIVE INQUIRY	8E+11	40.774891	-73.985608	10023	Upper West Side
71M299	The Maxine Greene HS for Imaginative Inquiry	Common Core Algebra	Algebra_I	2023	59	25	0	100	0	0	14	General Academic	0	0	15	87	31	10	1	74	16	15	16	MAXINE GREENE HS-IMAGINATIVE INQUIRY	8E+11	40.774891	-73.985608	10023	Upper West Side
71M299	The Maxine Greene HS for Imaginative Inquiry	Living Environment	Living_Env	2023	62.17	33	30.3	69.7	0	0	14	General Academic	0	0	15	87	31	10	1	74	16	15	15	MAXINE GREENE HS-IMAGINATIVE INQUIRY	8E+11	40.774891	-73.985608	10023	Upper West Side
71M300	Urban Assembly School of Design and Construction	Living Environment	Living_Env	2023	56.76	38	39.47	60.53	0	0	26	General Academic	0	0	5	80	28	14	1	77	14	22	22	URBAN ASSMBLY SCH-DESIGN & CONST	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M300	Urban Assembly School of Design and Construction	Common Core Algebra	Algebra_I	2023	51.46	46	34.78	65.22	0	0	26	General Academic	0	0	5	80	28	14	1	77	14	22	14	URBAN ASSMBLY SCH-DESIGN & CONST	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M300	Urban Assembly School of Design and Construction	Common Core English	ELA	2023	76.97	60	23.33	76.67	0	0	26	General Academic	0	0	5	80	28	14	1	77	14	22	18	URBAN ASSMBLY SCH-DESIGN & CONST	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M303	The Facing History School	Common Core English	ELA	2023	65.23	93	24.73	75.27	0	0	31	General Academic	0	0	10	86	29	13	1	78	14	25	19.5	FACING HISTORY SCHOOL	8E+11	40.765474	-73.9927	10019	Chelsea - Clinton
71M304	Mott Hall High School	Common Core English	ELA	2023	74.3	27	0	100	0	0	17	General Academic	0	0	16	91	28	20	1	72	34		34	MOTT HALL HIGH SCHOOL	8E+11	40.817228	-73.947151	10030	Central Harlem - Morningside Heights
71M304	Mott Hall High School	Common Core Algebra	Algebra_I	2023	50.89	45	37.78	62.22	0	0	17	General Academic	0	0	16	91	28	20	1	72	34		34	MOTT HALL HIGH SCHOOL	8E+11	40.817228	-73.947151	10030	Central Harlem - Morningside Heights
71M305	The Urban Assembly Academy of Government and Law	Living Environment	Living_Env	2023	63.87	38	44.74	55.26	0	0	24	General Academic	0	0	5	87	19	11	1	80	18	21	21	URBAN ACADEMY-GOVERNMENT & LAW	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M305	The Urban Assembly Academy of Government and Law	Common Core Algebra	Algebra_I	2023	58.49	50	42	58	0	0	24	General Academic	0	0	5	87	19	11	1	80	18	21	18	URBAN ACADEMY-GOVERNMENT & LAW	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M305	The Urban Assembly Academy of Government and Law	Common Core English	ELA	2023	74.47	73	42.47	49.32	8.22	0	24	General Academic	0	0	5	87	19	11	1	80	18	21	19.5	URBAN ACADEMY-GOVERNMENT & LAW	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M307	The Urban Assembly School for Media Studies (UAM)	Living Environment	Living_Env	2023	54.23	58	29.31	70.69	0	0	30	General Academic	0	0	7	88	20	12	1	78	16	17	17	URBAN ASSMBLY SCH-MEDIA STUDIES	8E+11	40.774891	-73.985608	10023	Upper West Side
71M307	The Urban Assembly School for Media Studies (UAM)	Common Core English	ELA	2023	58.05	79	41.77	58.23	0	0	30	General Academic	0	0	7	88	20	12	1	78	16	17	16.5	URBAN ASSMBLY SCH-MEDIA STUDIES	8E+11	40.774891	-73.985608	10023	Upper West Side
71M307	The Urban Assembly School for Media Studies (UAM)	Common Core Algebra	Algebra_I	2023	55.41	138	34.06	61.59	0	4.35	30	General Academic	0	0	7	88	20	12	1	78	16	17	16	URBAN ASSMBLY SCH-MEDIA STUDIES	8E+11	40.774891	-73.985608	10023	Upper West Side
71M308	Lower Manhattan Arts Academy	Living Environment	Living_Env	2023	58	32	46.88	53.12	0	0	26	General Academic	0	0	5	84	29	11	1	79	21	13	13	LOWER MANHATTAN ARTS ACADEMY	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M308	Lower Manhattan Arts Academy	Common Core Algebra	Algebra_I	2023	54.96	66	42.42	57.58	0	0	26	General Academic	0	0	5	84	29	11	1	79	21	13	21	LOWER MANHATTAN ARTS ACADEMY	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M308	Lower Manhattan Arts Academy	Common Core English	ELA	2023	69.69	78	37.18	48.72	14.1	0	26	General Academic	0	0	5	84	29	11	1	79	21	13	17	LOWER MANHATTAN ARTS ACADEMY	8E+11	40.717329	-73.989329	10002	Union Square - Lower East Side
71M316	Urban Assembly School of Business for Young Women	Common Core English	ELA	2023	70.7	13	0	100	0	0	9	General Academic	0	0	12	83	19	11	1	81	10	23	16.5	URBAN SCH-BUSINESS-YNG WOMEN	8E+11	40.705688	-74.013303	10004	Lower Manhattan
71M316	Urban Assembly School of Business for Young Women	Common Core Algebra	Algebra_I	2023	63.8	16	37.5	62.5	0	0	9	General Academic	0	0	12	83	19	11	1	81	10	23	10	URBAN SCH-BUSINESS-YNG WOMEN	8E+11	40.705688	-74.013303	10004	Lower Manhattan
71M369	Urban Assembly School for the Performing Arts	Common Core Algebra	Algebra_I	2023	57.2	33	100	0	0	0	24	General Academic	0	0	5	89	30	18	1	74	18	23	18	URBAN ASSEMBLY FOR THE PERFORM ARTS	8E+11	40.815747	-73.95552	10027	Central Harlem - Morningside Heights
71M369	Urban Assembly School for the Performing Arts	Common Core English	ELA	2023	63.4	52	100	0	0	0	24	General Academic	0	0	5	89	30	18	1	74	18	23	20.5	URBAN ASSEMBLY FOR THE PERFORM ARTS	8E+11	40.815747	-73.95552	10027	Central Harlem - Morningside Heights
71M369	Urban Assembly School for the Performing Arts	Living Environment	Living_Env	2023	55.75	69	57.97	42.03	0	0	24	General Academic	0	0	5	89	30	18	1	74	18	23	23	URBAN ASSEMBLY FOR THE PERFORM ARTS	8E+11	40.815747	-73.95552	10027	Central Harlem - Morningside Heights
71M374	Gramercy Arts High School	Living Environment	Living_Env	2023	68.07	82	36.59	46.34	0	17.07	37	General Academic	0	0	3	78	17	3	1	85	28	24	24	GRAMERCY ARTS HIGH SCHOOL	8E+11	40.735361	-73.987064	10003	Union Square - Lower East Side
71M374	Gramercy Arts High School	Common Core Algebra	Algebra_I	2023	66.96	105	40	48.57	0	11.43	37	General Academic	0	0	3	78	17	3	1	85	28	24	28	GRAMERCY ARTS HIGH SCHOOL	8E+11	40.735361	-73.987064	10003	Union Square - Lower East Side
71M374	Gramercy Arts High School	Common Core English	ELA	2023	74.43	240	30	58.75	0	11.25	37	General Academic	0	0	3	78	17	3	1	85	28	24	26	GRAMERCY ARTS HIGH SCHOOL	8E+11	40.735361	-73.987064	10003	Union Square - Lower East Side
71M376	NYC iSchool	Common Core Algebra	Algebra_I	2023	74.22	50	18	46	0	36	37	General Academic	0	0	2	56	25	4	1	87	18	27	18	NYC ISCHOOL	8E+11	40.72463	-74.005058	10013	Greenwich Village - SoHo
71M376	NYC iSchool	Living Environment	Living_Env	2023	74.68	51	15.69	37.25	11.76	35.29	37	General Academic	0	0	2	56	25	4	1	87	18	27	27	NYC ISCHOOL	8E+11	40.72463	-74.005058	10013	Greenwich Village - SoHo
71M376	NYC iSchool	Common Core English	ELA	2023	85.32	87	21.84	43.68	0	34.48	37	General Academic	0	0	2	56	25	4	1	87	18	27	22.5	NYC ISCHOOL	8E+11	40.72463	-74.005058	10013	Greenwich Village - SoHo
71M392	Manhattan Business Academy	Living Environment	Living_Env	2023	62.25	65	33.85	66.15	0	0	32	General Academic	0	0	9	91	22	13	1	86	26	26	26	MANHATTAN BUSINESS ACADEMY	8E+11	40.743407	-74.00254	10011	Chelsea - Clinton
71M392	Manhattan Business Academy	Common Core English	ELA	2023	74.52	81	24.69	75.31	0	0	32	General Academic	0	0	9	91	22	13	1	86	26	26	26	MANHATTAN BUSINESS ACADEMY	8E+11	40.743407	-74.00254	10011	Chelsea - Clinton
71M392	Manhattan Business Academy	Common Core Algebra	Algebra_I	2023	64.58	108	33.33	61.11	5.56	0	32	General Academic	0	0	9	91	22	13	1	86	26	26	26	MANHATTAN BUSINESS ACADEMY	8E+11	40.743407	-74.00254	10011	Chelsea - Clinton
71M393	Business Of Sports School	Living Environment	Living_Env	2023	50.7	66	33.33	66.67	0	0	37	Career Technical	1	0	10	88	26	12	1	77	16	20	20	BUSINESS OF SPORTS SCHOOL	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M393	Business Of Sports School	Common Core English	ELA	2023	70.61	167	34.73	65.27	0	0	37	Career Technical	1	0	10	88	26	12	1	77	16	20	18	BUSINESS OF SPORTS SCHOOL	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M393	Business Of Sports School	Common Core Algebra	Algebra_I	2023	58.5	247	36.44	61.13	2.43	0	37	Career Technical	1	0	10	88	26	12	1	77	16	20	16	BUSINESS OF SPORTS SCHOOL	8E+11	40.763655	-73.990318	10019	Chelsea - Clinton
71M394	Emma Lazarus High School	Common Core English	ELA	2023	65.43	56	17.86	41.07	41.07	0	18	Transfer School	0	1	90	94	1	26	1	91	23	25	24	EMMA LAZARUS HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M394	Emma Lazarus High School	Living Environment	Living_Env	2023	72.05	92	6.52	50	34.78	8.7	18	Transfer School	0	1	90	94	1	26	1	91	23	25	25	EMMA LAZARUS HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M394	Emma Lazarus High School	Common Core Algebra	Algebra_I	2023	74.66	116	11.21	47.41	34.48	6.9	18	Transfer School	0	1	90	94	1	26	1	91	23	25	23	EMMA LAZARUS HIGH SCHOOL	8E+11	40.716231	-73.993607	10002	Union Square - Lower East Side
71M399	The High School For Language And Diplomacy	Common Core Algebra	Algebra_I	2023	63.7	11	0	100	0	0	15	General Academic	0	0	8	77	25	14	1	75	24	29	24	HIGH SCHOOL-LANGUAGE AND DIPLOMACY	8E+11	40.735361	-73.987064	10003	Union Square - Lower East Side
71M399	The High School For Language And Diplomacy	Common Core English	ELA	2023	71.02	35	31.43	68.57	0	0	15	General Academic	0	0	8	77	25	14	1	75	24	29	26.5	HIGH SCHOOL-LANGUAGE AND DIPLOMACY	8E+11	40.735361	-73.987064	10003	Union Square - Lower East Side
71M400	High School for Environmental Studies	Living Environment	Living_Env	2023	66.88	167	15.57	68.26	0	16.17	72	General Academic	0	0	5	74	17	7	1	85	21	23	23	HS FOR ENVIRONMENTAL STUDIES 	8E+11	40.767848	-73.98861	10019	Chelsea - Clinton
71M400	High School for Environmental Studies	Common Core Algebra	Algebra_I	2023	61.7	239	22.18	65.69	0	12.13	72	General Academic	0	0	5	74	17	7	1	85	21	23	21	HS FOR ENVIRONMENTAL STUDIES 	8E+11	40.767848	-73.98861	10019	Chelsea - Clinton
71M400	High School for Environmental Studies	Common Core English	ELA	2023	78.86	279	12.9	55.91	16.13	15.05	72	General Academic	0	0	5	74	17	7	1	85	21	23	22	HS FOR ENVIRONMENTAL STUDIES 	8E+11	40.767848	-73.98861	10019	Chelsea - Clinton
71M402	The Urban Assembly School for Green Careers	Common Core English	ELA	2023	65.88	44	34.09	65.91	0	0	28	Career Technical	1	0	10	89	24	11	1	76	12	14	13	URBAN ASSEMBLY FOR GREEN CAREERS	8E+11	40.786134	-73.974483	10024	Upper West Side
71M402	The Urban Assembly School for Green Careers	Living Environment	Living_Env	2023	55.81	115	20.87	79.13	0	0	28	Career Technical	1	0	10	89	24	11	1	76	12	14	14	URBAN ASSEMBLY FOR GREEN CAREERS	8E+11	40.786134	-73.974483	10024	Upper West Side
71M402	The Urban Assembly School for Green Careers	Common Core Algebra	Algebra_I	2023	57.51	115	22.61	77.39	0	0	28	Career Technical	1	0	10	89	24	11	1	76	12	14	12	URBAN ASSEMBLY FOR GREEN CAREERS	8E+11	40.786134	-73.974483	10024	Upper West Side
71M403	The Global Learning Collaborative	Living Environment	Living_Env	2023	57.95	94	20.21	79.79	0	0	34	General Academic	0	0	11	91	21	15	1	78	16	27	27	GLOBAL LEARNING COLLABORATIVE	8E+11	40.786134	-73.974483	10024	Upper West Side
71M403	The Global Learning Collaborative	Common Core Algebra	Algebra_I	2023	60.08	127	20.47	79.53	0	0	34	General Academic	0	0	11	91	21	15	1	78	16	27	16	GLOBAL LEARNING COLLABORATIVE	8E+11	40.786134	-73.974483	10024	Upper West Side
